Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
CINERAD,Cinerad Communications Ltd.,CINERAD COMMUNICATIONS LTD.,X ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
CINEVISTA,Cinevista Limited,CINEVISTA LTD.,B ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
CIPLA,"Cipla Ltd.,",CIPLA LTD.,A ,N,D,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CISTRO,Cistro Telelink Ltd.,CISTRO TELELINK LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CITADEL,Citadel Realty And Developers Limited,CITADEL REALTY AND DEVELOPERS LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
CITIPOR,Citiport Financial Services Ltd.,CITIPORT FINANCIAL SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CITL,Consecutive Investments & Trading Company Limited,Consecutive Investment & Trading Company Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
CITYMAN,Cityman Limited,CITYMAN LTD.,XT,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
CITYONLINE,City Online Services Limited,City Online Services Ltd,Z ,N,N,100,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
CJGEL,"C.J. Gelatine Products Ltd.,",C.J.GELATINE PRODUCTS LTD.,XT,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CLARA,CLARA INDUSTRIES LIMITED,Clara Industries Ltd,MT,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
CLASELE,"Classic Electricals Ltd.,",CLASSIC ELECTRICALS LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CLEAN,Clean Science and Technology Limited,Clean Science and Technology Ltd,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CLEDUCATE*,CL Educate Limited,CL Educate Ltd,B ,N,N,100,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
CLFL,Classic Leasing & Finance Ltd.,Classic Leasing & Finance Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CLIOINFO,Clio Infotech Ltd.,CLIO INFOTECH LTD.,X ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
CLLIMITED,Crescent Leasing Limited,Crescent Leasing Ltd,Z ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
CLNINDIA,Clariant Chemicals India Limited,CLARIANT CHEMICALS (INDIA) LTD.,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
CMBL,Corporate Merchant Bankers Limited,Corporate Merchant Bankers Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CMI,CMI Limited,CMI LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Cables - Electricals
CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd.,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,X ,N,N,100,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
CMSINFO,CMS Info Systems Limited,CMS Info Systems Ltd,B ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
CNEL,Channel Nine Entertainment Limited,CHANNEL NINE ENTERTAINMENT LTD.,MT,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
CNIRESLTD,CNI Research Ltd,CNI RESEARCH LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CNOVAPETRO,CIL Nova Petrochemicals Limited,CIL NOVA PETROCHEMICALS LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
COALINDIA,Coal India Limited,COAL INDIA LTD.,A ,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
COARO,Coastal Roadways Ltd.,COASTAL ROADWAYS LTD.,P ,N,N,100,Services,Services,Transport Services,Road Transport
COASTCORP,Coastal Corporation Limited,COASTAL CORPORATION LTD.,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
COCHINM,"Cochin Minerals & Rutile Ltd.,",COCHIN MINERALS & RUTILE LTD.-$,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
COCHINSHIP,Cochin Shipyard Limited,Cochin Shipyard Ltd,A ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
COCHMAL,Cochin Malabar Estates & Indus. Ltd,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,X ,N,D,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
COCKERILL,JOHN COCKERILL INDIA LIMITED,John Cockerill India Ltd-$,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
COFFEEDAY,Coffee Day Enterprises Limited,Coffee Day Enterprises Ltd,A ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
COFORGE,COFORGE LIMITED,Coforge Ltd,A ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
COLINZ,Colinz Laboratories ltd.,COLINZ LABORATORIES LTD.,XT,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
COLORCHIPS,COLORCHIPS NEW MEDIA LIMITED,Colorchips New Media Ltd,X ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
COLPAL,"Colgate-Palmolive India Ltd.,",COLGATE-PALMOLIVE (INDIA) LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
COMCL,Comfort Commotrade Limited,COMFORT COMMOTRADE LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
COMFINCAP,COMFORT FINCAP LIMITED,COMFORT FINCAP LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
COMFINTE,Comfort Intech Ltd,COMFORT INTECH LTD.-$,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
COMPEAU,Competent Automobiles Co. Ltd.,COMPETENT AUTOMOBILES CO.LTD.,X ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Automobiles,Trading - Automobiles
COMPUAGE,Compuage Infocom Ltd,COMPUAGE INFOCOM LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
COMPUPN,"Computer Point Ltd.,",COMPUTER POINT LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
COMPUSOFT,Compucom Software Lt.,COMPUCOM SOFTWARE LTD.-$,B ,N,N,100,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
COMSYN,Commercial Syn Bags Limited,Commercial Syn Bags Ltd,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
CONART,Conart Engineers Ltd.,CONART ENGINEERS LTD.-$,X ,N,N,100,Industrials,Construction,Construction,Civil Construction
CONCOR,Container Corporation Of India Ltd.,CONTAINER CORPORATION OF INDIA LTD.,A ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
CONCORD,Concord Drugs Limited,Concord Drugs Ltd,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CONCRETE,CONCRETE CREDIT LIMITED,Concrete Credit Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Investment Company
CONFINT,Confidence Finance And Trading Limited,Confidence Finance And Trading Limited,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CONFIPET,Confidence Petroleum India Limited,CONFIDENCE PETROLEUM INDIA LTD.,A ,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
CONSTRONIC,CONSTRONICS INFRA LIMITED,Constronics Infra Ltd,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CONTAINER,Containerway International Limited,Containerway International Ltd,XT,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
CONTCHM,"Continental Chemicals Ltd.,",CONTINENTAL CHEMICALS LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
CONTICON,Continental Controls Ltd.,CONTINENTAL CONTROLS LTD.,X ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
CONTILI,Contil India Limited,CONTIL INDIA LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CONTPTR,"Continental Petroleums Ltd.,",CONTINENTAL PETROLEUMS LTD.,XT,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
CONTROLPR,Control Print India Ltd.,CONTROL PRINT LTD.-$,B ,N,N,100,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
CORAGRO,Coromandel Agro Products & Oils Ltd,COROMANDEL AGRO PRODUCTS & OILS LTD.,P ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
CORALAB,Coral Laboratories Ltd.,CORAL LABORATORIES LTD.,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
CORALFINAC,Coral India Finance And Housing Ltd,CORAL INDIA FINANCE & HOUSING LTD.,B ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
CORDSCABLE,Cords Cable Industries Limited,CORDS CABLE INDUSTRIES LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Cables - Electricals
CORNE,Coral Newsprints Ltd.,CORAL NEWSPRINTS LTD.,XT,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
COROENGG,Coromandel Engineering Company Limited,COROMANDEL ENGINEERING COMPANY LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
COROMANDEL,Coromandel International Limited,COROMANDEL INTERNATIONAL LTD.,A ,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
CORPOCO,Corporate Courier and Cargo Ltd,CORPORATE COURIER AND CARGO LTD.,X ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
COSCO,Cosco India ltd.,COSCO (INDIA) LTD.-$,X ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products
COSMOFE,"Cosmo Ferrites Ltd.,",COSMO FERRITES LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Electronics
COSMOFIRST,Cosmo First Limited,Cosmo First Ltd,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
COSPOWER,Cospower Engineering Limited,Cospower Engineering Ltd,M ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
COSYN,COSYN Limited,COSYN Ltd,X ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
COUNCODOS,Country Condo's Ltd,COUNTRY CONDO'S LTD.,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
COVENTRY,Coventry Coil-O-Matic Haryana Ltd,COVENTRY COIL-O-MATIC (HARYANA) LTD.,Z ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
COVIDH,COVIDH TECHNOLOGIES LIMITED,COVIDH TECHNOLOGIES LIMITED,XT,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CPL,CAPTAIN POLYPLAST LIMITED,Captain Polyplast Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
CPML,City Pulse Multiplex Limited,City Pulse Multiplex Ltd,M ,N,N,100,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
CPSEETF,Goldman Sachs Mutual Fund,CPSE ETF,A ,N,N,100,-,-,-,-
CRAFTSMAN,Craftsman Automation Limited,Craftsman Automation Ltd,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
CRANEINFRA,Crane Infrastructure Limited,Crane Infrastructure Ltd,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
CRANESSOFT,Cranes Software International Ltd.,CRANES SOFTWARE INTERNATIONAL LTD.,X ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
CRANEX,"Cranex Ltd.,",CRANEX LTD.,X ,N,N,100,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
CRAVATEX,Cravatex Ltd.,CRAVATEX LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
CREATIVE,Creative Castings Limited,Creative Castings Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Castings & Forgings
CREATIVEYE,Creative Eye Ltd.,CREATIVE EYE LTD.,B ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
CREDITACC,CreditAccess Grameen Ltd.,CreditAccess Grameen Ltd,A ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CRESSAN,Cressanda Solutions Ltd.,CRESSANDA SOLUTIONS LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
CREST,CREST VENTURES LIMITED,CREST VENTURES LIMITED,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CRIMSON,Crimson Metal Engineering Company Ltd,Crimson Metal Engineering Company Ltd,P ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
CRISIL,CRISIL Ltd.,CRISIL LTD.,A ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
CROISSANCE,CROISSANCE LIMITED,Croissance Ltd,XT,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
CROMPTON,Crompton Greaves Consumer Electricals Limited,Crompton Greaves Consumer Electricals Ltd,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
CRSTCHM,Crestchem Ltd.,CRESTCHEM LTD.,XT,N,D,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
CSBBANK,CSB Bank Limited,CSB Bank Ltd,A ,N,N,100,Financial Services,Financial Services,Banks,Private Sector Bank
CSL,Continental Securities Limited,Continental Securities Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CSLFINANCE,CSL Finance Limited,CSL Finance Ltd,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CSURGSU,Centenial Surgical Suture Ltd.,CENTENIAL SURGICAL SUTURE LTD.,X ,N,N,100,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
CTCL,Captain Technocast Limited,Captain Technocast Ltd,M ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
CTE,Cambridge Technology Enterprises Ltd.,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CTL,Capital Trade Links Limited,Capital Trade Links Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CUB,City Union Bank Ltd,CITY UNION BANK LTD.,A ,N,N,100,Financial Services,Financial Services,Banks,Private Sector Bank
CUBEXTUB,Cubex Tubings Ltd,CUBEX TUBINGS LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
CUBIFIN,Cubical Financial Services Ltd.,CUBICAL FINANCIAL SERVICES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CUMMINSIND,"Cummins India Ltd.,",CUMMINS INDIA LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Diesel Engines
CUPID,Cupid Limited,CUPID LTD.-$,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
CYBELEIND,Cybele  Industries Limited,CYBELE INDUSTRIES LTD.,XT,N,N,100,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
CYBERMEDIA,Cyber Media India Ltd.,CYBER MEDIA (INDIA) LTD.,B ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media
CYBERTECH,Cybertech Systems and Software Ltd.,CYBERTECH SYSTEMS AND SOFTWARE LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CYIENT,Cyient Limited,Cyient Limited,A ,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
DAAWAT,LT Foods Limited,LT FOODS LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
DABUR,Dabur India Ltd.,DABUR INDIA LTD.,A ,N,D,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
DAICHI,Dai-Ichi Karkaria Ltd.,DAI-ICHI KARKARIA LTD.-$,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DAIKAFFI,Daikaffil Chemicals India Ltd.,DAIKAFFIL CHEMICALS INDIA LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
DAL,dynamic Archistructures Limited,Dynamic Archistructures Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
DALBHARAT,DALMIA BHARAT LIMITED,Dalmia Bharat Ltd,A ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Dalmia Bharat Sugar and Industries Ltd,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
DAMOINDUS,Damodar Industries Limited,DAMODAR INDUSTRIES LTD.-$,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
DANLAW,Danlaw Technologies India Ltd.,DANLAW TECHNOLOGIES INDIA LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Electronics
DANUBE,DANUBE INDUSTRIES LIMITED,Danube Industries Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
DARJEELING,Darjeeling Ropeway Company Limited,Darjeeling Ropeway Company Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
DARSHANORNA,Darshan Orna Limited,Darshan Orna Ltd,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
DATAMATICS,Datamatics Global Services Limited,DATAMATICS GLOBAL SERVICES LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
DATAPATTNS,Data Patterns India Limited,Data Patterns (India) Ltd,B ,N,N,100,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DATASOFT,Datasoft Application Software I L,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
DATIWARE,DATIWARE MARITIME INFRA LIMITED,Datiware Maritime Infra Ltd,P ,N,N,100,Services,Services,Transport Services,Shipping
DAULAT,Daulat Securities Ltd.,DAULAT SECURITIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
DAVANGERE,Davangere Sugar Company Limited,Davangere Sugar Company Ltd,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
DBCORP,D.B.Corp Limited,D B Corp Ltd,B ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
DBL,Dilip Buildcon Limited,Dilip Buildcon Ltd,A ,N,N,100,Industrials,Construction,Construction,Civil Construction
DBREALTY,D B REALTY LIMITED,D B Realty Ltd,T ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
DBSTOCKBRO,DBINTERNATIONALStock Brokers Ltd,DB (INTERNATIONAL) STOCK BROKERS LTD.,B ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
DCAL,Dishman Carbogen Amcis Limited,Dishman Carbogen Amcis Ltd,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
DCBBANK,DCB Bank Limited,DCB Bank Limited,A ,N,N,100,Financial Services,Financial Services,Banks,Private Sector Bank
DCL,DEVOTED CONSTRUCTION LIMITED,Devoted Construction Ltd,MT,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
DCM,"DCM Ltd.,",DCM LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
DCMFINSERV,DCM Financial Services Ltd.,DCM FINANCIAL SERVICES LTD.,B ,N,D,100,Financial Services,Financial Services,Finance,Investment Company
DCMNVL,DCM NOUVELLE LIMITED,DCM Nouvelle Ltd,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
